,名称,住所,電話番号,緯度,経度,種別
2023,越中島新田跡,東京都江東区牡丹1付近,,,,江東区登録文化財
2024,雀林荘跡,東京都江東区牡丹1〜3、古石場1、2付近,,,,江東区登録文化財
2025,洲崎御薬草御植付場跡,東京都江東区牡丹3-33付近,,35.668721,139.801131,江東区登録文化財
2026,松平定信海荘跡,東京都江東区牡丹3、古石場2、3付近,,35.669086,139.800494,江東区登録文化財
2027,金刀比羅神社跡,東京都江東区古石場2-15,,35.666427,139.799471,江東区登録文化財
2028,越中島,東京都江東区越中島１,,,,江東区登録文化財
2029,越中島砲台跡,東京都江東区越中島2-1　,(03)5245-7300,35.667867,139.791777,江東区登録文化財
2030,竹橋事件処刑場跡,東京都江東区越中島2付近,,,,江東区登録文化財
2031,越中島練兵場跡,東京都江東区越中島,,,,江東区登録文化財
2032,十万坪跡,東京都江東区千石、石島、千田、海辺、扇橋,,,,江東区登録文化財
2033,再製塩製造所跡,東京都江東区石島2付近,,,,江東区登録文化財
2034,十万坪鋳銭場跡,東京都江東区千石3-1付近,,35.677745,139.818621,江東区登録文化財
2035,民営機械製粉業発祥の地,東京都江東区扇橋1-20,,35.683758,139.810822,江東区登録文化財
2036,猿江船改番所跡,東京都江東区猿江1-1付近,,35.684749,139.810991,江東区登録文化財
2037,逹理堂跡,東京都江東区猿江1-5付近,,35.685099,139.811858,江東区登録文化財
2038,関根正二墓,東京都江東区猿江1-11-15　　　　　　　　　　　　　　　　,(03)3631-4996,139.813572,35.686399,江東区登録文化財
2039,新場小安墓,東京都江東区猿江1-11-15　　　　　　　　　　　　　　　　,(03)3631-4996,139.813572,35.686399,江東区登録文化財
2040,摩利支天祠跡,東京都江東区猿江1-22-12 　　　　　　　　　,,35.686619,139.813707,江東区登録文化財
2041,妙寿寺跡,東京都江東区猿江2-2付近,,35.685738,139.814232,江東区登録文化財
2042,覚王寺跡,東京都江東区猿江2-15付近,,35.6874,139.819694,江東区登録文化財
2043,覚樹王院跡,東京都江東区猿江2-15付近,,35.6874,139.819694,江東区登録文化財
2044,五本松跡,東京都江東区猿江2-16　小名木川沿い,,35.685045,35.685045,江東区登録文化財
2045,大横川,東京都江東区墨田区〜住吉1-1〜森下5-12,,,,江東区登録文化財
2046,斎藤堀跡,東京都江東区住吉1-1、墨田区〜住吉1-7.8,,,,江東区登録文化財
2047,猿江御材木蔵跡,東京都江東区住吉2-28、毛利2-13,,35.688767,139.817092,江東区登録文化財
2048,牡丹園跡,東京都江東区毛利1-19.20,,35.692468,139.814827,江東区登録文化財
2049,藤森稲荷跡,東京都江東区毛利2-13,,35.691257,139.818115,江東区登録文化財
2050,七代目市川団十郎宅跡,東京都江東区木場2-11〜13付近,,35.670507,139.803795,江東区登録文化財
2051,鶴歩町跡,東京都江東区木場3-1〜14,,,,江東区登録文化財
2052,長谷川如是閑誕生の地,東京都江東区木場3-16付近,,35.67506,139.806347,江東区登録文化財
2053,油堀跡,東京都江東区木場3-19〜佐賀2-1､その他,,,,江東区登録文化財
2054,山東京伝誕生の地,東京都江東区木場4、5付近,,,,江東区登録文化財
2055,大島川,東京都江東区木場5-3〜永代1-7､その他,,,,江東区登録文化財
2056,平井新田跡,東京都江東区東陽3、4、5、南砂2の一部,,,,江東区登録文化財
2057,平井新田塩浜跡,東京都江東区東陽3、5の東部及び4の西部,,139.816434,139.816434,江東区登録文化財
2058,六万坪跡,東京都江東区東陽6、7,,,,江東区登録文化財
2059,元佐倉道跡,東京都江東区中央区〜亀戸1-1〜9-12〜千葉県佐倉市,,35.694801,139.845391,江東区登録文化財
2060,亀戸天神旅所跡,東京都江東区亀戸1-3付近,,35.693904,139.820698,江東区登録文化財
2061,おいてけ堀跡,東京都江東区亀戸1-12,,35.695307,139.821667,江東区登録文化財
2062,五之橋跡,東京都江東区亀戸1-27、6-1〜大島2-31、3-6,,35.693831,139.826127,江東区登録文化財
2063,亀戸銭座跡,東京都江東区亀戸2-6,,35.699889,139.819594,江東区登録文化財
2064,本多忠央家墓,東京都江東区亀戸3-10-2,,139.819657,35.703146,江東区登録文化財
2065,西館孤清墓　附妻美佐子墓,東京都江東区亀戸3-10-2,,139.819657,35.703146,江東区登録文化財
2066,西館翫水墓,東京都江東区亀戸3-10-2,,139.819657,35.703146,江東区登録文化財
2067,光蔵寺跡,東京都江東区亀戸3-10付近,,35.703328,139.819736,江東区登録文化財
2068,十間川,東京都江東区亀戸3-35〜千石3-1,,,,江東区登録文化財
2069,梅屋敷跡,東京都江東区亀戸3-40、50〜53,,35.705613,139.824165,江東区登録文化財
2070,入神明宮跡,東京都江東区亀戸3-41,,35.705009,139.823021,江東区登録文化財
2071,歌川豊国(国貞)墓,東京都江東区亀戸3-42-1,,35.704178,139.822582,江東区登録文化財
2072,伊藤左千夫墓,東京都江東区亀戸3-43-3,,35.703512,139.822503,江東区登録文化財
2073,横綱秀ノ山雷五郎墓,東京都江東区亀戸3-43-3,,35.703512,139.822503,江東区登録文化財
2074,勝田家墓地,東京都江東区亀戸3-43-3,,35.703512,139.822503,江東区登録文化財
2075,神官香取家墓地,東京都江東区亀戸3-57-22,(03)3684-2813,35.704295,139.825214,江東区登録文化財
2076,亀の島跡,東京都江東区亀戸3-57付近,,35.703939,139.825203,江東区登録文化財
2077,亀ヶ井跡,東京都江東区亀戸3,,,,江東区登録文化財
2078,歌川国輝墓,東京都江東区亀戸4-35-12,(03)3681-9757,35.702061,139.827409,江東区登録文化財
2079,占風園跡,東京都江東区亀戸6-8〜10.17〜22,,35.695401,139.827853,江東区登録文化財
2080,北十間川,東京都江東区亀戸8-25〜3-35〜墨田区,,,,江東区登録文化財
2081,竪川,東京都江東区亀戸9-12〜毛利1-21〜墨田区,,,,江東区登録文化財
2082,逆井の渡し跡,東京都江東区亀戸9-12〜江戸川区,,35.695148,139.847074,江東区登録文化財
2083,釜屋跡,東京都江東区大島1-2,,35.687427,35.687427,江東区登録文化財
2084,庚申道,東京都江東区大島1-17〜38,,35.686359,139.824026,江東区登録文化財
2085,釜屋の渡し跡,東京都江東区大島1-18〜北砂1-3,,,,江東区登録文化財
2086,一茶寓居跡,東京都江東区大島2-6付近 ,,35.692246,139.820076,江東区登録文化財
2087,霊巖寺念仏堂跡,東京都江東区大島3-30付近,,35.690421,139.830603,江東区登録文化財
2088,五百羅漢跡,東京都江東区大島3-1、4-5,,35.689243,139.826605,江東区登録文化財
2089,製糖の渡し跡,東京都江東区大島4-20〜北砂5-21,,,,江東区登録文化財
2090,伊藤左千夫宅跡,東京都江東区大島6-1,,35.692988,139.832361,江東区登録文化財
2091,中川船番所跡,東京都江東区大島9-1,,35.686645,139.846426,江東区指定文化財
2092,小名木川,東京都江東区大島9-1〜常盤1-1,,,,江東区登録文化財
2093,牛島神社跡,東京都江東区大島9-4,,35.691467,139.846158,江東区登録文化財
2094,左行秀鍛練場跡,東京都江東区北砂1-18.19、2-17付近,,35.683469,139.821132,江東区登録文化財
2095,中浜万次郎宅跡,東京都江東区北砂1-18.19、2-17付近,,35.683192,139.822594,江東区登録文化財
2096,近藤長裕墓,東京都江東区北砂2-1-40,,35.678253,139.826474,江東区登録文化財
2097,東京巡行船航路跡,東京都江東区北砂5-19〜高橋1、3〜中央区,,,,江東区登録文化財
2098,松平冠山屋敷跡,東京都江東区北砂5-20-16　亀高小学校付近,,35.684228,139.833175,江東区登録文化財
2099,精製糖工業発祥の地,東京都江東区北砂5-20.21,,35.684056,139.833125,江東区登録文化財
2100,徳島藩下屋敷庭園跡,東京都江東区北砂5-20.21,,35.684016,139.832928,江東区登録文化財
2101,砂町運河跡,東京都江東区北砂6-19〜南砂1-1その他,,35.673692,139.835542,江東区登録文化財
2102,荻家歴代墓,東京都江東区東砂1-4-6,(03)3644-7835,35.683128,139.840652,江東区登録文化財
2103,増田市五郎墓,東京都江東区東砂1-4-6,(03)3644-7835,35.683128,139.840652,江東区登録文化財
2104,上妙寺歴代住職墓,東京都江東区東砂1-4-6,(03)3644-7835,35.683128,139.840652,江東区登録文化財
2105,四ッ車大八墓,東京都江東区東砂1-4-10,(03)3644-0986,35.682478,139.840813,江東区登録文化財
2106,松本久四郎墓,東京都江東区東砂1-4-10,(03)3644-0986,35.682478,139.840813,江東区登録文化財
2107,四代目荻江露友墓,東京都江東区東砂1-4-10,(03)3644-0986,35.682478,139.840813,江東区登録文化財
2108,太郎兵衛新田跡,東京都江東区東砂1-5.6、3、4-18.21.22.23,,35.680582,139.841646,江東区登録文化財
2109,草屋の渡し跡,東京都江東区東砂2-13〜大島8-39,,,,江東区登録文化財
2110,永福寺歴代住持墓　５基,東京都江東区東砂2-14 旧永福寺墓地,,,,江東区登録文化財
2111,大塚新田跡,東京都江東区東砂4(18･21･22･23の一部を除く)､北砂7-6.7.9,,,,江東区登録文化財
2112,境川跡,東京都江東区東砂5-13〜扇橋3-8,,,,江東区登録文化財
2113,旧葛西橋跡,東京都江東区東砂5-15、6-17〜江戸川区,,35.674367,139.844127,江東区登録文化財
2114,舟入川跡,東京都江東区東砂6-20、7-16〜8-6.21,,35.672799,139.840665,江東区登録文化財
2115,砂村新田跡,東京都江東区南砂1〜7、東砂8,,35.671193,139.833197,江東区登録文化財
2116,長州藩大砲鋳造場跡,東京都江東区南砂2-3付近,,35.672294,35.672294,江東区登録文化財
2117,南砂六地蔵,東京都江東区南砂2-28-1　　　　　,,35.675418,139.821618,江東区登録文化財
2118,洲崎球場跡,東京都江東区新砂1-1.2付近,,35.668129,139.821993,江東区登録文化財
2119,清澄庭園,東京都江東区清澄3-3-9,,35.680699,139.797736,東京都指定文化財
2120,産業・観光情報コーナー,東京都練馬区練馬1-17-1,(03)3991-8101,35.738248,139.65336,
2121,石神井観光案内所,東京都練馬区石神井町3-23-8,(03)5923-9220,35.743631,139.606268,
2122,都立石神井公園,東京都練馬区石神井町5-1087-11ほか,(03)3996-3950,35.738382,139.598103,
2123,都立光が丘公園,東京都練馬区光が丘4-25-2,(03)3977-7638,35.766383,139.629486,
2124,牧野記念庭園,東京都練馬区東大泉6-34-4,(03)6904-6403,35.746344,139.585551,
2125,四季の香ローズガーデン,東京都練馬区光が丘5-2-6,(03)6904-2061,35.760772,139.625751,
2126,土支田農業公園,東京都練馬区土支田3-34-26,(03)5387-8931,35.760586,139.609566,
2127,こどもの森,東京都練馬区羽沢2-32-7,(03)5999-6200,35.748792,139.672507,
2128,中里郷土の森,東京都練馬区大泉町1-51-2,(03)3922-3021,35.769186,139.604088,
2129,石神井松の風文化公園,東京都練馬区石神井台1-33-44,(03)5372-2455,35.739351,139.594103,
2130,都立城北中央公園,東京都練馬区羽沢3-15-13ほか,(03)3931-3650,35.75593,139.67404,
2131,都立大泉中央公園,東京都練馬区大泉学園町9-538-17,(03)3867-8096,35.775157,139.598236,
2132,大泉交通公園,東京都練馬区南大泉6-16-1,(03)3924-0996,35.753451,139.572246,
2133,平成つつじ公園,東京都練馬区練馬1-17-6,(03)3994-8141,35.738805,139.6535,
2134,向山庭園,東京都練馬区向山3-1-21,(03)3926-7810,35.742124,139.64673,
2135,田柄梅林公園,東京都練馬区田柄5-5-2,(03)3994-8141,35.755203,139.632582,
2136,武蔵関公園,東京都練馬区関町北3-45-1,(03)3928-2484,35.727666,139.567786,
2137,石神井公園ふるさと文化館,東京都練馬区石神井町5-12-16,(03)3996-4060,35.737444,139.599429,
2138,石神井公園ふるさと文化館分室,東京都練馬区石神井台1-33-44,(03)3996-4060,35.739385,139.594178,
2139,旧内田家住宅,東京都練馬区石神井町5-13,(03)3996-4060,35.737672,139.600303,
2140,稲荷山図書館　昆虫コーナー,東京都練馬区大泉町1-3-18,(03)3921-4641,35.76535,139.609184,
2141,練馬文化センター,東京都練馬区練馬1-17-37,(03)3993-3311,35.739169,139.653962,
2142,練馬区立美術館,東京都練馬区貫井1-36-16,(03)3577-1821,35.737047,139.636048,
2143,大泉学園ゆめりあホール,東京都練馬区東大泉1-29-1,(03)5947-2351,35.75024,139.58571,
2144,清水山の森,東京都練馬区大泉町1-6,(03)3904-7557,35.765734,139.608193,
2145,稲荷山憩いの森,東京都練馬区土支田4-14,(03)5984-1683,35.765769,139.610399,
2147,ルーチェ,東京都町田市原町田2-2-5 オードリービル1F,042-721-7226,-51026.0681,-34598.72184,イタリアンレストラン
2148,富澤商店,東京都町田市原町田4-4-6 ,042-722-3175,-50702.62566,-34922.28964,菓子･パン
2149,菓舗 中野屋,東京都町田市原町田4-4-7 ,042-722-8484,-50720.06555,-34924.05723,和菓子
2150,BACKEREI むぎばたけ,東京都町田市金井2-3-7 ,042-734-2241,-46980.57431,-34217.81484,ベーカリー
2151,守屋精肉店,東京都町田市原町田4-6-7 ,042-722-2070,-50790.28206,-34832.96886,精肉
2152,LIQUOR PORT 蔵家,東京都町田市木曽西1-1-15 ,042-793-2176,-48463.55416,-37343.63031,酒類
2153,菓匠 華月,東京都町田市成瀬8-4-13 ,042-725-2989,-50645.41471,-33253.37256,和菓子
2154,キャラメリーゼ,東京都町田市小川1-14-10 ,042-788-2566,-52235.14068,-32512.61812,洋菓子
2155,ロプチュー,東京都町田市玉川学園1-22-20 ,042-725-6998,-48837.17078,-33710.04554,紅茶専門店
2156,ブラウニー,東京都町田市成瀬が丘2-28-2 ,042-796-7760,-51471.64941,-32791.28981,ベーカリー
2157,天忠,東京都町田市中町1-3-4 ,042-739-1303,-50202.72087,-35242.25262,醤油料理専門店
2158,河原本店,東京都町田市原町田4-6-8 ,042-722-2066,-50801.43738,-34833.57362,乾物類
2159,でくの坊,東京都町田市森野1-26-23 松本ビル1F,042-727-0649,-50283.4561,-35313.0663,らーめん専門店
2160,コシード,東京都町田市中町1-4-17 ,042-728-5340,-50148.52654,-35211.27619,地中海料理
2161,ジューンブライド,東京都町田市森野6-66-1 フローラ森野1F,042-721-0015,-49638.13392,-36589.41852,洋菓子
2162,玉川珈琲倶楽部,東京都町田市玉川学園2-7-13 ,042-728-4424,-48490.58834,-33619.69057,コーヒー専門店(豆通販･カフェ)
2163,ドゥ・リーブル,東京都町田市金井2-1-23 ,042-734-5252,-46980.62488,-34262.85014,ベーカリー
2164,パン・パティ,東京都町田市本町田2938-1 ,042-729-1833,-47532.16265,-35747.80304,ベーカリー
2165,ママンラトーナ,東京都町田市南つくし野4-17-16 ,0120-445-144,-52642.05093,-32405.94101,ベーカリー
2166,マ メゾン 鶴川店,東京都町田市金井町60 ,042-736-6535,-47324.23419,-34816.84585,欧風家庭料理
2167,手造りハム・ソーセージ独逸屋（どいつや）,東京都町田市成瀬台2-2-8 ,042-721-7401,-49920.86147,-32224.1962,手造りハム・ソーセージ
2168,クリーニング フルフル,東京都町田市成瀬が丘2-1-13,042-796-6395,-51615.74802,-32625.94981,クリーニング 
2169,居魚屋 くうべえ,東京都町田市金井4-2-21,042-708-4271,-46442.81928,-33582.11538,居酒屋
2170,パンステージ エピソード,東京都町田市図師町1379-1,042-703-9722,-46152.31078,-37168.72241,ベーカリー・カフェ
2171,つくし野マロン,東京都町田市つくし野4-33-26,042-796-0309,-53163.29547,-31697.99797,洋菓子
2172,やきとり処 大舞,東京都町田市原町田3-9-1 メゾン及川1F,042-727-5678,-50777.48159,-34606.72609,やきとり専門店
2173,竹取物語,東京都町田市原町田4-12-23 桐屋ビル1Ｆ,042-721-3550,-50627.10663,-34812.5679,美容室
2174,まねきや,東京都町田市原町田4-5-21,042-720-0898,-50772.2123,-34924.68243,駄菓子・雑貨
2175,ボンヌール洋菓子店,東京都町田市森野2-30-13 ,042-722-3806,-49987.66667,-35423.39836,洋菓子
2176,メルシー,東京都町田市木曽東4-17-22 ,042-792-2548,-48187.33517,-36862.20087,ベーカリー
2177,土方精肉店,東京都町田市中町1-17-10 土方ビル,042-722-2335,-50166.07252,-35032.47198,精肉・揚げ物
2178,ホームデリカTAICHI,東京都町田市成瀬が丘3-4-12 ,042-799-0229,-51463.04795,-32960.72899,腸詰ギョーザソーセージ
2179,航旅莉屋,東京都町田市森野2-31-4 スカイハイツ渋谷1階,042-727-7072,-50067.28784,-35441.84105,洋食
2180,トラットリア マリー,東京都町田市中町1-1-15 MARIE 1F ,042-721-0147,-50319.05873,-35104.79141,イタリアンレストラン
2181,あらかると,東京都町田市忠生2-2-32 ,042-792-4002,-47073.16776,-37033.85044,ハンバーグ専門店
2182,町田汁場しおらーめん　進化,東京都町田市森野3-18-17 ウイング森野103,042-705-7122,-49499.92433,-35805.20999,塩ラーメン専門店
2183,ヘナ倶楽部,東京都町田市成瀬が丘2-25-16 きめた第7ビル1ＦＢ,042-788-4679,-51423.10905,-32913.85065,漢方髪染専門店
2184,ボンボネーラ ,東京都町田市森野6-66-1 フローラ森野102号,042-729-6606,-49638.13392,-36589.41852,ハンバーグ＆ステーキ
2185,カフェ 中野屋,東京都町田市原町田4-11-6 中野屋新館1F,042-725-4104,-50634.30969,-34845.56552,カフェ･うどん
2186,オー･プティ･グルマン,東京都町田市南成瀬4-1-15 1F,042-723-0019,-51269.34328,-32452.0213,洋菓子
2187,七面,東京都町田市原町田4-5-19 町田仲見世商店街内,042-722-5288,-50790.57196,-34896.62639,ラーメン
2188,やさいのナイトウ,東京都町田市成瀬2-15-4 ,042-732-9070,-49958.39408,-32114.94519,野菜･菓物専門店
2189,柾屋商店,東京都町田市原町田6-8-1 109MACHIDA1F,042-722-3151,-50637.09808,-35009.40784,海産･乾物
2190,Hair&Make アミ,東京都町田市木曽東1-37-28 -Ｂ,042-727-1041,-48839.82252,-36980.27602,美容室
2191,ロテン・ガーデン,東京都町田市相原町358 ,042-774-2681,-43223.19056,-44305.79267,天然温泉
2192,ブーランジュリ チロ,東京都町田市森野2-31-5 ,042-785-5474,-50060.84874,-35451.77327,ベーカリー
2193,町田あいす工房ラッテ,東京都町田市相原町2567 ,042-783-4643,-42946.70419,-47346.58789,ジェラード専門店
2194,浜焼市場,東京都町田市小山町704-1 ,042-798-7318,-45306.16297,-40714.06605,漁師料理
2195,トレビノ・カフェ,東京都町田市金井2-8-17,042-735-1213,-47362.8835,-34153.32488,イタリアンレストラン
2196,エルヴェッタ,東京都町田市森野1-33-18 幹ビル1F,042-728-0208,-43165.3288,-51074.41244,イタリアンレストラン
2197,おんどり,東京都町田市原町田2-6-13 ベルストーク1F,042-729-8886,-51082.24036,-34474.36336,炭火焼鳥
2198,シェ・プルミエ,東京都町田市森野1-20-10 ホテル町田ヴィラ1Ｆ,042-727-0170,-50360.93332,-35299.93412,フレンチレストラン
2199,マルハチ,東京都町田市原町田4-5-9 仲見世商店街内,042-729-5325,-50768.57604,-34845.93607,まぐろ専門店
2200,まくらぼ,東京都町田市原町田4-9-16 第一ビル1Ｆ,042-732-6665,-50768.0459,-34802.91223,オーダーまくらとふとんの店
2201,足道楽,東京都町田市森野1-38-5 赤司ビル 1F,042-711-6882,-50362.03951,-35223.56697,オーダーメイド中敷と靴の専門店
2202,パティスリー ファン,東京都町田市忠生3-1-32 ロイヤル忠生1F,042-794-9311,-46986.11286,-37619.5916,洋菓子
2203,グリルママ,東京都町田市原町田6-11-7 ,042-722-3307,-50491.36599,-35112.75368,洋食レストラン
2204,金満園,東京都町田市原町田4-1-7 三徳ビルB1F ,042-722-2208,-50811.71263,-34984.21557,中華料理専門店
2205,胡心房,東京都町田市原町田4-1-1 太陽ビル1F,042-727-8439,-50790.11406,-35048.76534,らーめん専門店
2206,大蔵湯,東京都町田市木曽町522,042-723-5664,-48567.54932,-36566.5235,公衆浴場
2207,金森湯,東京都町田市金森3-22-21 ,042-796-5926,-52377.82667,-33667.51074,公衆浴場
2208,薬師スタジオ,東京都町田市根岸2-18-1 アメリア町田根岸SC2Ｆ,0800-800-4661,-43165.3288,-51074.41244,写真スタジオ
2209,グリュン・シューズガーデン,東京都町田市成瀬が丘2-29-8,042-706-8033,-51509.74127,-32812.45479,靴専門店
2210,きものりさいくる着道楽,東京都町田市成瀬が丘2-25-16,042-706-9266,-51423.10905,-32913.85065,リサイクル着物､着付教室､つるし雛教室
2211,酒舗まさるや,東京都町田市鶴川6-7-2-102,042-735-5141,-45330.58322,-32962.50495,酒類
2212,ヘア ラパンジャ,東京都町田市森野1-9-18 プリマコスモ2階,042-720-8809,-50370.21998,-35507.89511,美容室
2213,グランガトー&合田和代お菓子教室,東京都町田市玉川学園2-8-25 ,042-727-3517,-48566.33854,-33697.03674,お菓子教室＆ティーサロン
2214,ゑくぼ,東京都町田市東玉川学園2-29-20 ,042-726-0411,-49545.67719,-32703.32104,洋菓子
2215,パティスリー　ル・ソレイユ,東京都町田市鶴川6-7-1-103 ,042-708-9982,-45313.3135,-32867.73204,洋菓子
2216,らーめん武蔵堂,東京都町田市相原町3155 ,042-782-5390,-43586.17207,-48003.69951,らーめん専門店
2217,アサノ,東京都町田市原町田4-5-19 町田仲見世飲食街,042-729-7258,-50790.57196,-34896.62639,カレー専門店
2218,いぶし銀,東京都町田市原町田6-29-4 寺田ビル1-Ｂ,042-728-9295,-50251.34239,-34986.75204,らーめん専門店
2219,GOCHI ときわ,東京都町田市森野1-35-10 ,042-729-3006,-50336.47867,-35243.47594,寿司
2220,SUNNY BAKKERY,東京都町田市旭町1-21-14,042-850-8555,-49086.31409,-35689.33057,ベーカリー
2221,Bistro chez Riki,東京都町田市原町田3-1-4 町田ターミナルプラザ２F,042-724-7678,-50938.08184,-34813.3838,洋食
2222,Un petit peu,東京都町田市原町田4-23-2 ,042-728-6162,-50624.95835,-34536.41312,ワインバー
2223,DINING BAR SUU,東京都町田市森野1-9-18? まるかビル B1F,042-851-7652,-50370.21998,-35507.89511,中華
2224,きち吉,東京都町田市南成瀬1-8-10 ,042-739-1005,-51297.07218,-32758.0935,お好み焼き･もんじゃ焼き
2279,都立清澄庭園,東京都江東区清澄3-3-9 ,(03)3641-5892,35.680737,139.797794,
2280,深川江戸資料館,東京都江東区白河1-3-28,(03)3630-8625,35.681389,139.800675,
2281,芭蕉記念館,東京都江東区常盤1-6-3,(03)3631-1448,35.686165,139.794043,
2282,東京都現代美術館,東京都江東区三好4-1-1,(03)5245-4111,35.679782,139.808192,
2283,中川船番所資料館,東京都江東区大島9-1-15,(03)3636-9091,35.687747,139.846306,
2284,日本科学未来館,東京都江東区青海2-3-6,(03)3570-9253,35.619379,139.7764,
2285,深川東京モダン館,東京都江東区門前仲町1-19-15,(03)5639-1776,35.674092,139.794906,
2286,亀戸梅屋敷,東京都江東区亀戸4-18-8,(03)6802-9550,35.70148,139.825667,
2287,豊洲市場,東京都江東区豊洲6-6-1,(03)3520-8205,35.644168,139.784298,
2288,明治丸,東京都江東区越中島2-1-6,(03)5245-7300,35.667394,139.790269,
2289,夢の島熱帯博物館,東京都江東区夢の島2-1-2,(03)3522-0281,35.651335,139.829369,
2290,東京都虹の下水道館,東京都江東区有明2-3-5,(03)5564-2458,35.63345,139.784254,
2291,東京都立第五福竜丸展示館,東京都江東区夢の島2-1-1,(03)3521-8494,35.651048,139.826301,
2292,東京都水の科学館,東京都江東区有明3-1-8,(03)3528-2366,35.63079,139.785567,
2293,東京臨海部広報展示室 TOKYO ミナトリエ,東京都江東区青海2-4-24,(03)5500-2587,35.617724,139.778557,
2294,東京ビッグサイト,東京都江東区有明3-10-1,(03)5530-1111,35.629905,139.794238,
2295,田河水泡・のらくろ館,東京都江東区森下3-12-17,(03)5600-8666,35.685408,139.802078,
2296,石田波郷記念館,東京都江東区北砂5-1-7,(03)3640-1751,35.680617,139.831936,
2297,伊東深水と関根正二紹介展示コーナー,東京都江東区森下3-12-17,(03)5600-8666,35.685408,139.802078,
2298,小津安二郎紹介展示コーナー,東京都江東区古石場2-13-2,(03)5620-0224,35.667256,139.799022,
2299,工匠館,東京都江東区森下3-12-17,(03)5600-8666,35.685408,139.802078,
2300,旧大石家住宅,東京都江東区南砂5-24,(03)3647-9819,35.67451,139.835963,
2301,横綱大鵬顕彰コーナー,東京都江東区白河1-3-28,(03)3630-8625,35.681389,139.800675,
2302,水素情報館　東京スイソミル,東京都江東区潮見1-3-2,(03)6666-6761,35.65637,139.811797,
2303,そなエリア東京,東京都江東区有明3-8-35,(03)3529-2180,35.635505,139.794087,
2304,葛飾柴又寅さん記念館,東京都葛飾区柴又6-22-19,03-3657-3455,35.757368,139.88053,
2305,山田洋次ミュージアム,東京都葛飾区柴又6-22-19,03-3657-3455（葛飾柴又寅さん記念館）,35.757368,139.88053,
2306,葛飾区山本亭,東京都葛飾区柴又7-19-32,03-3657-8577,35.758157,139.880208,
2307,聖徳記念絵画館,東京都新宿区霞ヶ丘1-1,03-3401-5179,35.678727,139.717628,
2308,末広亭,東京都新宿区新宿3-6-12,03-3351-2974,35.691152,139.705892,
2309,佐伯祐三アトリエ記念館,東京都新宿区中落合2-4-21,03-5988-0091,35.72084,139.69364,
2310,中村彝アトリエ記念館,東京都新宿区下落合3-5-7,03-5906-5671,35.72088,139.70118,
2311,林芙美子記念館,東京都新宿区中井2-20-1,03-5996-9207,35.71586,139.68425,
2312,漱石山房記念館,東京都新宿区早稲田南町7,03-3205-0209,35.70391,139.72548,
